RANK,GENE_SYMBOL,NUMBER_PATHWAYS
6550,ATOX1,1
6551,CLCN2,1
6552,CYBRD1,1
6553,SLC10A2,1
6554,NR0B2,1
6555,MT1B,1
6556,SLC36A3,1
6557,KCNE3,1
6558,KCNJ13,1
6559,MEP1A,1
6560,MEP1B,1
6561,PGA3,1
6562,PGA4,1
6563,PGA5,1
6564,SLC15A1,1
6565,YARS2,1
6566,SLC36A1,1
6567,SLC36A2,1
6568,SLC36A4,1
6569,AQP8,1
6570,SLC3A1,1
6571,YARS1,1
6572,SLC7A7,1
6573,SLC7A8,1
6574,SLC7A9,1
6575,XPNPEP2,1
6576,WARS2,1
6577,WARS1,1
6578,CLPS,1
6579,MTTP,1
6580,NPC1L1,1
6581,MT1A,1
6582,MT1E,1
6583,WNK2,1
6584,SLCO2B1,1
6585,VAPA,1
6586,TRNM,1
6587,CD320,1
6588,MMAA,1
6589,MMADHC,1
6590,MTRR,1
6591,TCN1,1
6592,THAP11,1
6593,ZNF143,1
6594,ZNF76,1
6595,SLC22A6,1
6596,APBB1,1
6597,PCSK9,1
6598,BACE1,1
6599,BACE2,1
6600,TRNL2,1
6601,NAE1,1
6602,RTN3,1
6603,RTN4,1
6604,TRNL1,1
6605,TRNK,1
6606,TRNI,1
6607,TRNH,1
6608,TRNG,1
6609,STARD3,1
6610,OSBPL5,1
6611,MT1F,1
6612,STEAP1,1
6613,MT1G,1
6614,MT1H,1
6615,MT1HL1,1
6616,MT1M,1
6617,MT1X,1
6618,MT2A,1
6619,S100G,1
6620,TRNR,1
6621,TRNQ,1
6622,SLC30A1,1
6623,TRNP,1
6624,STEAP2,1
6625,MYLIP,1
6626,TRPM6,1
6627,ANGPTL3,1
6628,ANGPTL8,1
6629,APOC1,1
6630,APOC2,1
6631,TRNN,1
6632,APOH,1
6633,CETP,1
6634,CIDEB,1
6635,LPA,1
6636,LRPAP1,1
6637,COL8A2,1
6638,COL8A1,1
6639,COL28A1,1
6640,RFX6,1
6641,BHLHA15,1
6642,FOXA3,1
6643,GPR50,1
6644,HNF1A,1
6645,HNF1B,1
6646,HNF4G,1
6647,MNX1,1
6648,NEUROD1,1
6649,NEUROG3,1
6650,NR5A2,1
6651,PAX4,1
6652,FXYD4,1
6653,PTPRN,1
6654,GPR35,1
6655,NHERF2,1
6656,NR3C2,1
6657,CALB1,1
6658,AQP2,1
6659,AQP3,1
6660,GPR156,1
6661,SLC25A10,1
6662,DOCK2,1
6663,CLCNKB,1
6664,SLC12A7,1
6665,PTPRN2,1
6666,ICA1,1
6667,COL26A1,1
6668,SLC27A3,1
6669,WNK3,1
6670,WNK4,1
6671,HCN1,1
6672,HCN3,1
6673,GZMA,1
6674,GRP,1
6675,TNFSF15,1
6676,TNFSF18,1
6677,OGA,1
6678,PPARGC1B,1
6679,TNFSF4,1
6680,TRIB3,1
6681,CPE,1
6682,TNFSF8,1
6683,TNFSF9,1
6684,GRID1,1
6685,ARMC5,1
6686,ASH2L,1
6687,GPR83,1
6688,RBBP5,1
6689,IGFALS,1
6690,MRAP2,1
6691,POU1F1,1
6692,MIR217,1
6693,SLC4A1,1
6694,AQP5,1
6695,BEST2,1
6696,COL10A1,1
6697,TPMT,1
6698,CES2,1
6699,CES1,1
6700,GLP2R,1
6701,AKR7L,1
6702,RAB27B,1
6703,RAB3D,1
6704,AKR7A3,1
6705,SLC2A5,1
6706,SLC37A4,1
6707,AKR7A2,1
6708,COL12A1,1
6709,CST1,1
6710,COL13A1,1
6711,COL14A1,1
6712,COL15A1,1
6713,COL16A1,1
6714,COL18A1,1
6715,COL19A1,1
6716,COL20A1,1
6717,COL21A1,1
6718,COL22A1,1
6719,COL23A1,1
6720,COL25A1,1
6721,ACOD1,1
6722,CMBL,1
6723,GLRA2,1
6724,PDHX,1
6725,CST2,1
6726,CST3,1
6727,CST4,1
6728,CST5,1
6729,DMBT1,1
6730,HTN1,1
6731,HTN3,1
6732,FGR,1
6733,LYZ,1
6734,MUC7,1
6735,PRB1,1
6736,PRB2,1
6737,PRH1,1
6738,PRH2,1
6739,STATH,1
6740,ZNF408,1
6741,KCNE2,1
6742,TRIT1,1
6743,KCNJ15,1
6744,KCNJ16,1
6745,KCNK10,1
6746,SLC26A7,1
6747,SLC9A4,1
6748,CD37,1
6749,PTH2R,1
6750,MRPS14,1
6751,VPS8,1
6752,XKR6,1
6753,XKR7,1
6754,XKR8,1
6755,XKR9,1
6756,RHOBTB1,1
6757,RGL1,1
6758,CASTOR1,1
6759,CASTOR2,1
6760,CLIP1,1
6761,DEPDC5,1
6762,PPIL2,1
6763,MDFIC,1
6764,DHRS11,1
6765,MAP1S,1
6766,MAP1B,1
6767,FNIP1,1
6768,FNIP2,1
6769,MAP1A,1
6770,RGL2,1
6771,FEZ1,1
6772,ELL3,1
6773,ELL2,1
6774,ELL,1
6775,XKR4,1
6776,TMEM30B,1
6777,HERC1,1
6778,TMEM30A,1
6779,MEGF10,1
6780,MEGF11,1
6781,MERTK,1
6782,MFGE8,1
6783,SERINC5,1
6784,SERINC3,1
6785,PSIP1,1
6786,SAE1,1
6787,RASAL3,1
6788,NELFE,1
6789,NELFCD,1
6790,RAB17,1
6791,SCARF1,1
6792,SIGLEC10,1
6793,NELFB,1
6794,NELFA,1
6795,RHOBTB2,1
6796,SLC16A1,1
6797,SLC66A1,1
6798,STAB1,1
6799,STAB2,1
6800,TGFBRAP1,1
6801,TIMD4,1
6802,RIN1,1
6803,SHOC2,1
6804,SYNGAP1,1
6805,NHLRC1,1
6806,YAF2,1
6807,HERC4,1
6808,HERC3,1
6809,USP45,1
6810,USP16,1
6811,TEX10,1
6812,SUZ12,1
6813,HERC2,1
6814,SFMBT2,1
6815,SFMBT1,1
6816,SCML2,1
6817,SCML1,1
6818,SCMH1,1
6819,RYBP,1
6820,CDC37,1
6821,RNF2,1
6822,CYP46A1,1
6823,CYP39A1,1
6824,RING1,1
6825,PHF19,1
6826,PHF1,1
6827,PHC3,1
6828,PHC2,1
6829,AFF4,1
6830,EVL,1
6831,KLHL13,1
6832,PRR5L,1
6833,GRB10,1
6834,LAMTOR1,1
6835,LAMTOR2,1
6836,LAMTOR4,1
6837,LAMTOR5,1
6838,MAPKAP1,1
6839,MIOS,1
6840,NPRL2,1
6841,NPRL3,1
6842,PRR5,1
6843,RICTOR,1
6844,KLHL9,1
6845,RNF152,1
6846,SLC38A9,1
6847,BICD2,1
6848,BICD1,1
6849,MID1,1
6850,DOCK4,1
6851,TBC1D7,1
6852,TTI1,1
6853,WDR24,1
6854,WDR59,1
6855,SUPT4H1,1
6856,HAVCR2,1
6857,GULP1,1
6858,NUDT19,1
6859,PCDH9,1
6860,PCDH7,1
6861,PCDH20,1
6862,PCDH11Y,1
6863,PCDH11X,1
6864,PCDH1,1
6865,UBE2B,1
6866,TGOLN2,1
6867,UBE2A,1
6868,RALGAPA1,1
6869,EPCAM,1
6870,RALGAPA2,1
6871,UBA6,1
6872,UBA3,1
6873,CRAT,1
6874,CROT,1
6875,DECR2,1
6876,ECH1,1
6877,FAR1,1
6878,FAR2,1
6879,HACL1,1
6880,MPV17,1
6881,MPV17L,1
6882,UBE2C,1
6883,UBE2E1,1
6884,UBE2E2,1
6885,FABP5,1
6886,APEX1,1
6887,ADPRS,1
6888,UBE2K,1
6889,PLIN5,1
6890,PLIN4,1
6891,MARCO,1
6892,PLIN2,1
6893,FABP7,1
6894,FABP6,1
6895,MSR1,1
6896,FABP3,1
6897,LHPP,1
6898,UBE2H,1
6899,DBI,1
6900,SFTPD,1
6901,STX12,1
6902,KSR2,1
6903,UBE2F,1
6904,APOA5,1
6905,UBE2E3,1
6906,PPA2,1
6907,PPA1,1
6908,MPV17L2,1
6909,NUDT7,1
6910,GPR132,1
6911,PAOX,1
6912,TRIM37,1
6913,ADAM9,1
6914,TRIM32,1
6915,ANO3,1
6916,ANO4,1
6917,ANO5,1
6918,ANO6,1
6919,ANO7,1
6920,ANO9,1
6921,ATP11A,1
6922,ATP11B,1
6923,ATP11C,1
6924,ATP8A1,1
6925,ATP8A2,1
6926,BSG,1
6927,RASA3,1
6928,PHB1,1
6929,MXRA8,1
6930,RASA4,1
6931,RASA4B,1
6932,RASAL1,1
6933,RASAL2,1
6934,SUPT5H,1
6935,TRIP12,1
6936,RALGAPB,1
6937,SLC25A17,1
6938,PEX19,1
6939,PECR,1
6940,PEX1,1
6941,PEX10,1
6942,PEX11A,1
6943,PEX11B,1
6944,PEX11G,1
6945,PEX12,1
6946,PEX13,1
6947,PEX14,1
6948,PEX16,1
6949,PEX2,1
6950,PXMP4,1
6951,PEX26,1
6952,PEX3,1
6953,PEX5,1
6954,PEX5L,1
6955,PEX6,1
6956,PEX7,1
6957,PHYH,1
6958,UBA2,1
6959,PRDX5,1
6960,PXMP2,1
6961,PHC1,1
6962,FBXW8,1
6963,MRPS15,1
6964,BPTF,1
6965,BICRA,1
6966,BCL7C,1
6967,BCL7B,1
6968,CREM,1
6969,KCNE1,1
6970,KCNE1B,1
6971,BCL7A,1
6972,BAZ2B,1
6973,SCN1B,1
6974,SCN4B,1
6975,SCN5A,1
6976,SCN7A,1
6977,BAZ2A,1
6978,BAZ1B,1
6979,BAZ1A,1
6980,BACC1,1
6981,SHISA5,1
6982,CALD1,1
6983,ACTR8,1
6984,ACTR6,1
6985,ACTR5,1
6986,RGS14,1
6987,PPP1R14A,1
6988,BICRAL,1
6989,SLC9A7,1
6990,FBXW7,1
6991,SLC9A6,1
6992,FOXM1,1
6993,HIPK1,1
6994,HIPK2,1
6995,HIPK3,1
6996,HIPK4,1
6997,HUS1,1
6998,CHD3,1
6999,LIN37,1
7000,LIN52,1
7001,LIN54,1
7002,LIN9,1
7003,MYBL2,1
7004,RAD1,1
7005,RAD9A,1
7006,RAD9B,1
7007,CECR2,1
7008,CDK2AP2,1
7009,ZFP36L1,1
7010,ZFP36L2,1
7011,CDK2AP1,1
7012,BRD9,1
7013,BRD8,1
7014,RAP1GAP,1
7015,UBL4B,1
7016,UBL4A,1
7017,APCDD1,1
7018,APCDD1L,1
7019,GPC4,1
7020,INVS,1
7021,SEC11C,1
7022,LGR4,1
7023,LGR5,1
7024,LGR6,1
7025,LZTS2,1
7026,MCC,1
7027,SEC11A,1
7028,OXA1L,1
7029,IMMP2L,1
7030,NOTUM,1
7031,PORCN,1
7032,PRICKLE1,1
7033,PRICKLE2,1
7034,PRICKLE3,1
7035,PRICKLE4,1
7036,IMMP1L,1
7037,RNF43,1
7038,ROR1,1
7039,ROR2,1
7040,RSPO1,1
7041,RSPO2,1
7042,FRZB,1
7043,SIPA1L2,1
7044,SIPA1L1,1
7045,SRP9,1
7046,TMEM208,1
7047,SRPRB,1
7048,SRPRA,1
7049,CACYBP,1
7050,CBY1,1
7051,CCAR2,1
7052,CCDC88C,1
7053,CCN4,1
7054,CER1,1
7055,CHD8,1
7056,SRP72,1
7057,SGTA,1
7058,SRP68,1
7059,SRP54,1
7060,CTNNBIP1,1
7061,CTNND2,1
7062,CXXC4,1
7063,SRP19,1
7064,SRP14,1
7065,SPCS3,1
7066,SPCS2,1
7067,SPCS1,1
7068,CHRAC1,1
7069,USP21,1
7070,DMAP1,1
7071,CIDEA,1
7072,CBX6,1
7073,CBX4,1
7074,MAN2B2,1
7075,CBX2,1
7076,BCORL1,1
7077,BCOR,1
7078,BAP1,1
7079,AUTS2,1
7080,MTCP1,1
7081,MYB,1
7082,PHLPP1,1
7083,PHLPP2,1
7084,CDC34,1
7085,ASXL3,1
7086,ASXL2,1
7087,PKN3,1
7088,ASXL1,1
7089,AEBP2,1
7090,TCL1A,1
7091,TCL1B,1
7092,ZNHIT1,1
7093,YEATS4,1
7094,VPS72,1
7095,CBX7,1
7096,CBX8,1
7097,ECI1,1
7098,KDM2B,1
7099,FBXO4,1
7100,MTF2,1
7101,MGA,1
7102,MBD6,1
7103,MBD5,1
7104,LCOR,1
7105,L3MBTL4,1
7106,L3MBTL3,1
7107,L3MBTL2,1
7108,L3MBTL1,1
7109,KDM2A,1
7110,MAN2C1,1
7111,DET1,1
7112,FOXK2,1
7113,FOXK1,1
7114,FBRSL1,1
7115,FBRS,1
7116,EPOP,1
7117,CUL7,1
7118,EED,1
7119,E2F6,1
7120,DCAF7,1
7121,UCHL5,1
7122,TFPT,1
7123,DPF2,1
7124,ENGASE,1
7125,BOK,1
7126,MORF4L1,1
7127,PCBP2,1
7128,MEAF6,1
7129,MCRS1,1
7130,MBD3,1
7131,SLC7A11,1
7132,MBD2,1
7133,INO80E,1
7134,INO80D,1
7135,INO80C,1
7136,INO80B,1
7137,INO80,1
7138,ING3,1
7139,MAGI3,1
7140,SIVA1,1
7141,GATAD2B,1
7142,GATAD2A,1
7143,SPATA2,1
7144,SPATA2L,1
7145,EPC2,1
7146,EPC1,1
7147,EP400,1
7148,MORF4L2,1
7149,EIF4EBP2,1
7150,CLPB,1
7151,DFFA,1
7152,ZNF385A,1
7153,SRCAP,1
7154,RAB2A,1
7155,SMARCA5,1
7156,TBC1D1,1
7157,SMARCA1,1
7158,RUVBL2,1
7159,CASP2,1
7160,ZMAT3,1
7161,RSF1,1
7162,DFFB,1
7163,MRGBP,1
7164,ENDOG,1
7165,PHF6,1
7166,HRK,1
7167,TP53I3,1
7168,NFRKB,1
7169,MTA3,1
7170,NOL3,1
7171,MTA2,1
7172,PTPN13,1
7173,MTA1,1
7174,APTX,1
7175,LIG3,1
7176,MBD4,1
7177,EDEM3,1
7178,EOGT,1
7179,ERO1B,1
7180,ERP29,1
7181,FBXO6,1
7182,HERPUD1,1
7183,B3GLCT,1
7184,DUSP3,1
7185,HSPA4L,1
7186,HSPBP1,1
7187,HSPH1,1
7188,HYOU1,1
7189,LMAN1,1
7190,LMAN1L,1
7191,LMAN2,1
7192,MARCHF6,1
7193,MBTPS1,1
7194,MBTPS2,1
7195,GOSR2,1
7196,NGLY1,1
7197,NPLOC4,1
7198,NSFL1C,1
7199,OS9,1
7200,P4HB,1
7201,ERLEC1,1
7202,EDEM2,1
7203,MPG,1
7204,EDEM1,1
7205,CYB5R3,1
7206,CYB5R4,1
7207,CYB5RL,1
7208,GXYLT2,1
7209,STX19,1
7210,CKAP4,1
7211,BRAP,1
7212,ECSIT,1
7213,GXYLT1,1
7214,DERL2,1
7215,DERL3,1
7216,DNAJA1,1
7217,DNAJA2,1
7218,STX16,1
7219,DNAJB11,1
7220,DNAJB12,1
7221,DNAJB2,1
7222,DNAJC1,1
7223,DNAJC10,1
7224,STX11,1
7225,DNAJC5,1
7226,DNAJC5B,1
7227,DNAJC5G,1
7228,DUSP10,1
7229,GOSR1,1
7230,PDIA6,1
7231,PLAA,1
7232,TRAM1L1,1
7233,TXNDC5,1
7234,URM1,1
7235,SLX4,1
7236,SLX1B,1
7237,SLX1A,1
7238,UBXN1,1
7239,UBXN2A,1
7240,UBXN4,1
7241,UBXN6,1
7242,UBXN8,1
7243,UFD1,1
7244,UGGT1,1
7245,UGGT2,1
7246,WFS1,1
7247,RMI2,1
7248,YOD1,1
7249,RMI1,1
7250,REV1,1
7251,POLN,1
7252,POLI,1
7253,MOCS3,1
7254,FANCM,1
7255,TRAM1,1
7256,SVIP,1
7257,SSR4,1
7258,BET1,1
7259,PPP1R15A,1
7260,PREB,1
7261,PRKCSH,1
7262,RNF185,1
7263,RNF5,1
7264,RRBP1,1
7265,BNIP1,1
7266,BET1L,1
7267,SEC23A,1
7268,SEC23B,1
7269,WDR48,1
7270,SSR3,1
7271,USP1,1
7272,UBE2T,1
7273,SEC31A,1
7274,SEC31B,1
7275,SEL1L,1
7276,SEL1L2,1
7277,SELENOS,1
7278,SIL1,1
7279,SSR1,1
7280,SSR2,1
7281,CYB5R2,1
7282,BAG2,1
7283,BAG1,1
7284,TOMM70,1
7285,MUL1,1
7286,BTC,1
7287,CHST15,1
7288,MAPK8IP3,1
7289,MAPK8IP2,1
7290,MAPK8IP1,1
7291,PHB2,1
7292,CHST3,1
7293,MAP4K4,1
7294,MAP4K3,1
7295,RABGEF1,1
7296,RHOT1,1
7297,RHOT2,1
7298,SAMM50,1
7299,MAP4K2,1
7300,MAP4K1,1
7301,TBC1D15,1
7302,TBC1D17,1
7303,MAP3K9,1
7304,TOMM20,1
7305,TOMM20L,1
7306,CHST7,1
7307,MAP3K6,1
7308,MTX3,1
7309,MTX2,1
7310,MTX1,1
7311,PPM1B,1
7312,TAOK1,1
7313,PTPRR,1
7314,PTPN7,1
7315,PTPN5,1
7316,ARIH1,1
7317,BNIP3L,1
7318,PPP5C,1
7319,CCZ1,1
7320,CCZ1B,1
7321,CITED2,1
7322,PPM1A,1
7323,MON1B,1
7324,FIS1,1
7325,FKBP8,1
7326,FUNDC1,1
7327,CHST11,1
7328,CHST12,1
7329,MARCHF5,1
7330,CHST13,1
7331,CHST14,1
7332,MAPKAPK5,1
7333,MON1A,1
7334,TOMM7,1
7335,USP15,1
7336,CYB5R1,1
7337,USP30,1
7338,STX5,1
7339,RUBCN,1
7340,HS2ST1,1
7341,HS3ST1,1
7342,SUPT20H,1
7343,SUPT20HL1,1
7344,SUPT20HL2,1
7345,HS3ST2,1
7346,TP53INP2,1
7347,UVRAG,1
7348,VMP1,1
7349,HS3ST3A1,1
7350,HS3ST3B1,1
7351,HS3ST5,1
7352,HS6ST1,1
7353,HS6ST2,1
7354,HS6ST3,1
7355,WDFY3,1
7356,WDR45,1
7357,WDR45B,1
7358,POGLUT1,1
7359,POFUT2,1
7360,POFUT1,1
7361,STX6,1
7362,STX8,1
7363,USE1,1
7364,XXYLT1,1
7365,MAP3K21,1
7366,MAP3K20,1
7367,VTI1B,1
7368,MAP3K13,1
7369,ATG16L2,1
7370,MAP3K12,1
7371,VTI1A,1
7372,VAMP7,1
7373,VAMP5,1
7374,VAMP4,1
7375,UST,1
7376,VAMP1,1
7377,EPG5,1
7378,B3GNT7,1
7379,GORASP1,1
7380,GORASP2,1
7381,CHST1,1
7382,CHST2,1
7383,PRAP1,1
7384,CHST4,1
7385,RAB33B,1
7386,CHST6,1
7387,CTU2,1
7388,FANCI,1
7389,AP3B1,1
7390,SH3GLB2,1
7391,MVB12B,1
7392,PSD,1
7393,PSD2,1
7394,PSD3,1
7395,PSD4,1
7396,XRCC1,1
7397,TDP1,1
7398,RAB11FIP1,1
7399,RAB11FIP2,1
7400,RAB11FIP3,1
7401,RAB11FIP4,1
7402,RAB11FIP5,1
7403,RAB22A,1
7404,RAB31,1
7405,RAB35,1
7406,RAB4A,1
7407,RABEP1,1
7408,RBSN,1
7409,RNF41,1
7410,RUFY1,1
7411,RUFY2,1
7412,SH3GL1,1
7413,SH3GL2,1
7414,MVB12A,1
7415,CETN2,1
7416,UBE2O,1
7417,EPN1,1
7418,XPC,1
7419,UVSSA,1
7420,UBE2R2,1
7421,DAB2,1
7422,DNAJC6,1
7423,UBE2QL1,1
7424,EHD1,1
7425,EHD2,1
7426,EHD3,1
7427,EHD4,1
7428,EPN2,1
7429,ERCC5,1
7430,EPN3,1
7431,EPS15,1
7432,EPS15L1,1
7433,GBF1,1
7434,UBE2Q2,1
7435,UBE2Q1,1
7436,IQSEC1,1
7437,IQSEC2,1
7438,IQSEC3,1
7439,ERCC6,1
7440,SH3GL3,1
7441,SH3KBP1,1
7442,MLH3,1
7443,SMAP1,1
7444,VPS45,1
7445,VTA1,1
7446,WASH,1
7447,WASHC1,1
7448,WASHC2A,1
7449,WASHC2C,1
7450,WASHC3,1
7451,WASHC4,1
7452,WASHC5,1
7453,POLG2,1
7454,POLG,1
7455,PNKP,1
7456,UBE2M,1
7457,ZFYVE27,1
7458,PARG,1
7459,COLEC11,1
7460,COLEC12,1
7461,OGG1,1
7462,NTHL1,1
7463,NEIL3,1
7464,NEIL2,1
7465,NEIL1,1
7466,MUTYH,1
7467,VPS37D,1
7468,VPS37C,1
7469,VPS37B,1
7470,SPART,1
7471,SMAP2,1
7472,SNF8,1
7473,SNX1,1
7474,SNX12,1
7475,SNX2,1
7476,SNX3,1
7477,SNX32,1
7478,SNX4,1
7479,SNX5,1
7480,SNX6,1
7481,SPG21,1
7482,VPS37A,1
7483,TDG,1
7484,SMUG1,1
7485,STAMBP,1
7486,VPS25,1
7487,VPS26A,1
7488,VPS26B,1
7489,VPS28,1
7490,VPS29,1
7491,VPS35,1
7492,VPS36,1
7493,EXO1,1
7494,UBE2S,1
7495,AP3B2,1
7496,NCOA7,1
7497,EME2,1
7498,CENPX,1
7499,CENPS,1
7500,ATRIP,1
7501,DMXL1,1
7502,DMXL2,1
7503,XRCC6,1
7504,XRCC5,1
7505,GGA1,1
7506,GGA2,1
7507,GGA3,1
7508,GNPTAB,1
7509,GNPTG,1
7510,LAMP3,1
7511,LAPTM4A,1
7512,LAPTM4B,1
7513,LAPTM5,1
7514,XRCC4,1
7515,LITAF,1
7516,CTU1,1
7517,MEAK7,1
7518,MFSD8,1
7519,NAGPA,1
7520,FAAP100,1
7521,FAAP24,1
7522,FAN1,1
7523,CD164,1
7524,AP3D1,1
7525,AP3M1,1
7526,AP3M2,1
7527,AP3S1,1
7528,AP3S2,1
7529,AP4B1,1
7530,AP4E1,1
7531,AP4M1,1
7532,AP4S1,1
7533,ARSG,1
7534,CD68,1
7535,FANCA,1
7536,CLN3,1
7537,CLN5,1
7538,FANCG,1
7539,FANCF,1
7540,FANCE,1
7541,FANCD2,1
7542,CTNS,1
7543,FANCC,1
7544,FANCB,1
7545,CTSE,1
7546,NAPSA,1
7547,POLM,1
7548,ABRAXAS1,1
7549,SCARB2,1
7550,ARAP2,1
7551,ARF3,1
7552,ARF4,1
7553,ARF5,1
7554,ARFGAP1,1
7555,ARFGAP2,1
7556,ARFGAP3,1
7557,ARFGEF1,1
7558,ARFGEF2,1
7559,RAD54L,1
7560,RAD54B,1
7561,RAD52,1
7562,RAD51D,1
7563,RAD51B,1
7564,UBE4A,1
7565,UBE3C,1
7566,UBE3B,1
7567,UBE2Z,1
7568,UBE2W,1
7569,UBE2U,1
7570,BARD1,1
7571,BABAM2,1
7572,BABAM1,1
7573,ARAP1,1
7574,RBBP8,1
7575,SYCP3,1
7576,WWP2,1
7577,SLC11A1,1
7578,NHEJ1,1
7579,SLC17A5,1
7580,LIG4,1
7581,SUMF1,1
7582,TPP1,1
7583,WDR7,1
7584,ACAP1,1
7585,ACAP2,1
7586,ACAP3,1
7587,XRCC3,1
7588,UBOX5,1
7589,XRCC2,1
7590,AGAP1,1
7591,AGAP3,1
7592,AGAP4,1
7593,AGAP5,1
7594,AGAP6,1
7595,AGAP9,1
7596,UIMC1,1
7597,TOPBP1,1
7598,UBR5,1
7599,RSPO3,1
7600,RSPO4,1
7601,RPRM,1
7602,PMP2,1
7603,PPFIA1,1
7604,PPFIA2,1
7605,PPFIA3,1
7606,PPFIA4,1
7607,KCNJ8,1
7608,ESCO2,1
7609,ESCO1,1
7610,ROBO4,1
7611,SCN8A,1
7612,SLAMF6,1
7613,SLAMF7,1
7614,DDX11,1
7615,DBF4B,1
7616,DBF4,1
7617,PELO,1
7618,PCF11,1
7619,TRIO,1
7620,ARHGAP29,1
7621,CCM2,1
7622,FER,1
7623,HEG1,1
7624,PDCD10,1
7625,PAPOLG,1
7626,PMP22,1
7627,PALS2,1
7628,CRCP,1
7629,NPHS2,1
7630,IL1RAPL1,1
7631,IL1RAPL2,1
7632,RNMT,1
7633,RNGTT,1
7634,KCNA1,1
7635,KCNA2,1
7636,PNPLA7,1
7637,KCNA6,1
7638,KNL1,1
7639,KIRREL1,1
7640,KIRREL2,1
7641,KIRREL3,1
7642,LRFN4,1
7643,LRFN5,1
7644,LRRTM4,1
7645,LY9,1
7646,MAP2,1
7647,MBP,1
7648,TAFAZZIN,1
7649,MPP3,1
7650,MTSS1,1
7651,MTSS2,1
7652,NPHS1,1
7653,PTPRB,1
7654,PAPOLB,1
7655,RADIL,1
7656,RASIP1,1
7657,RAP2C,1
7658,SYNPO,1
7659,TJAP1,1
7660,TJP3,1
7661,WHAMM,1
7662,YBX3,1
7663,GSPT2,1
7664,GJD2,1
7665,DLX5,1
7666,ESRRB,1
7667,ESX1,1
7668,HAND1,1
7669,HESX1,1
7670,HOXA1,1
7671,HOXB1,1
7672,HOXD1,1
7673,ISL1,1
7674,KAT6A,1
7675,GSPT1,1
7676,LHX5,1
7677,FIP1L1,1
7678,MYF5,1
7679,ETF1,1
7680,RAB8B,1
7681,RAB13,1
7682,MSI1,1
7683,FFAR2,1
7684,SNAI1,1
7685,PAPOLA,1
7686,YES1,1
7687,AMOTL1,1
7688,AMOTL2,1
7689,ARHGAP17,1
7690,ARHGEF18,1
7691,CDT1,1
7692,CDKN1C,1
7693,CNGB3,1
7694,FXYD1,1
7695,MPP4,1
7696,CDC7,1
7697,CGN,1
7698,CGNL1,1
7699,CDC45,1
7700,EPB41L4B,1
7701,NUDT21,1
7702,MSI2,1
7703,MARVELD2,1
7704,MARVELD3,1
7705,MICALL2,1
7706,SMG1,1
7707,GRIP2,1
7708,GRIP1,1
7709,DCPS,1
7710,MAD2L1BP,1
7711,LSM1,1
7712,IGSF11,1
7713,EXOSC9,1
7714,EXOSC8,1
7715,EXOSC7,1
7716,EXOSC6,1
7717,EXOSC5,1
7718,EXOSC4,1
7719,EXOSC3,1
7720,NEGR1,1
7721,EXOSC2,1
7722,EXOSC10,1
7723,EXOSC1,1
7724,EDC4,1
7725,EDC3,1
7726,DIS3L,1
7727,DIS3,1
7728,NRXN1,1
7729,NRXN2,1
7730,NRXN3,1
7731,DHX36,1
7732,PDCD1LG2,1
7733,MAU2,1
7734,GLG1,1
7735,MTBP,1
7736,PNLDC1,1
7737,TOB2,1
7738,TOB1,1
7739,CD276,1
7740,TENT4B,1
7741,TENT4A,1
7742,SKIC8,1
7743,CD6,1
7744,SKIC3,1
7745,SKIC2,1
7746,PNPT1,1
7747,PATL1,1
7748,NDC80,1
7749,CDH15,1
7750,PARN,1
7751,CDH3,1
7752,CDH4,1
7753,PAN3,1
7754,PAN2,1
7755,MTREX,1
7756,MPHOSPH6,1
7757,ORC1,1
7758,NIPBL,1
7759,DDX6,1
7760,DCP2,1
7761,GLDN,1
7762,DCP1B,1
7763,CADM4,1
7764,CASK,1
7765,CASKIN1,1
7766,CASKIN2,1
7767,SSU72L6,1
7768,SSU72L5,1
7769,SSU72L4,1
7770,CD84,1
7771,CD96,1
7772,CLMP,1
7773,CRTAM,1
7774,SSU72L3,1
7775,DOK1,1
7776,DOK2,1
7777,SSU72L2,1
7778,SSU72L1,1
7779,EPB41L1,1
7780,EPB41L2,1
7781,EPB41L3,1
7782,SSU72,1
7783,SMG7,1
7784,SMG6,1
7785,SMG5,1
7786,CADM2,1
7787,CABLES2,1
7788,CABLES1,1
7789,CNOT2,1
7790,DCP1A,1
7791,CNOT9,1
7792,CNOT8,1
7793,CNOT7,1
7794,CNOT6L,1
7795,SELL,1
7796,CNOT6,1
7797,CNOT4,1
7798,SIGLEC1,1
7799,CNOT3,1
7800,CNOT10,1
7801,WDR33,1
7802,CNOT1,1
7803,C1D,1
7804,BTG4,1
7805,SPN,1
7806,BTG3,1
7807,BTG2,1
7808,VSIR,1
7809,VTCN1,1
7810,BTG1,1
7811,WDR82,1
7812,DAZAP1,1
7813,NEUROG1,1
7814,CSTF3,1
7815,RNR1,1
7816,PTGDR,1
7817,IL1F10,1
7818,IL1RL1,1
7819,IL1RL2,1
7820,DHX33,1
7821,ERBIN,1
7822,GBP1,1
7823,GBP2,1
7824,GBP3,1
7825,GBP4,1
7826,GBP5,1
7827,GBP7,1
7828,GPRC6A,1
7829,GPSM3,1
7830,IL1RN,1
7831,PPY,1
7832,NEK7,1
7833,NLRP1,1
7834,NLRP12,1
7835,NLRP6,1
7836,NLRP7,1
7837,PGRMC2,1
7838,PGRMC1,1
7839,PTH2,1
