RANK,GENE_SYMBOL,NUMBER_PATHWAYS
1365,RAB8A,7
1366,AKT1S1,7
1367,PTGER4,7
1368,CLDN18,7
1369,CLDN16,7
1370,NQO1,7
1371,AMBRA1,7
1372,ATG2B,7
1373,IL17A,6
1374,IL10RA,6
1375,TSHB,6
1376,TLR5,6
1377,DLL4,6
1378,KCNMA1,6
1379,ACE,6
1380,B2M,6
1381,FGG,6
1382,CRH,6
1383,DLL1,6
1384,DLL3,6
1385,MC2R,6
1386,PTCH1,6
1387,ATF6,6
1388,RUNX1,6
1389,C2,6
1390,C4A,6
1391,NRBF2,6
1392,C4B,6
1393,MSN,6
1394,IL12RB1,6
1395,GHR,6
1396,GCG,6
1397,C8B,6
1398,TANK,6
1399,IL10RB,6
1400,SCD5,6
1401,C8G,6
1402,SCD,6
1403,C9,6
1404,C8A,6
1405,EIF4E,6
1406,TSHR,6
1407,RELB,6
1408,DCTN4,6
1409,DCTN5,6
1410,MITF,6
1411,BMPR1A,6
1412,SELP,6
1413,DCTN6,6
1414,NTRK2,6
1415,CCR3,6
1416,RASGRP2,6
1417,CSH1,6
1418,PGF,6
1419,CLTA,6
1420,RASGRP1,6
1421,CLTB,6
1422,CLTC,6
1423,STX1A,6
1424,CCL20,6
1425,CLTCL1,6
1426,PDIA3,6
1427,CSH2,6
1428,GH2,6
1429,CAV2,6
1430,IFIH1,6
1431,CGAS,6
1432,GH1,6
1433,EIF4E1B,6
1434,C1R,6
1435,EIF4E2,6
1436,RAB7B,6
1437,DAXX,6
1438,CXCR1,6
1439,CSHL1,6
1440,EFNA1,6
1441,EFNA2,6
1442,EFNA3,6
1443,EFNA4,6
1444,EFNA5,6
1445,DCTN1,6
1446,DCTN2,6
1447,CX3CL1,6
1448,ERBB4,6
1449,COL6A2,6
1450,CD8B2,6
1451,BDKRB1,6
1452,GABRR2,6
1453,GABRR3,6
1454,LPAR5,6
1455,ADIPOR1,6
1456,CTSB,6
1457,GABARAPL1,6
1458,GABARAP,6
1459,TLN1,6
1460,TLN2,6
1461,ACSS2,6
1462,VTN,6
1463,IL3RA,6
1464,LAMP1,6
1465,LAMP2,6
1466,ADIPOR2,6
1467,DRD5,6
1468,STAT4,6
1469,TBPL2,6
1470,TBPL1,6
1471,TBP,6
1472,SLC32A1,6
1473,ACTC1,6
1474,GABARAPL2,6
1475,RBL2,6
1476,SGK1,6
1477,GABRR1,6
1478,MX2,6
1479,MX1,6
1480,COL6A3,6
1481,COL6A5,6
1482,COL6A6,6
1483,COL9A1,6
1484,COL9A2,6
1485,COL9A3,6
1486,GABRD,6
1487,GABRE,6
1488,CTSG,6
1489,C5AR1,6
1490,GABRG1,6
1491,RALB,6
1492,GABRG2,6
1493,RASSF5,6
1494,GABRG3,6
1495,ADORA2B,6
1496,GABRP,6
1497,ADAM17,6
1498,GABRQ,6
1499,TNNT2,6
1500,EDNRB,6
1501,APOA1,6
1502,PSEN1,6
1503,RBPJL,6
1504,SHH,6
1505,GRK3,6
1506,KEAP1,6
1507,COL6A1,6
1508,TEK,6
1509,GRK2,6
1510,EGR1,6
1511,PRKN,6
1512,ELMO1,6
1513,PTGER3,6
1514,SMURF1,6
1515,PRLR,6
1516,DLG1,6
1517,PRL,6
1518,SMURF2,6
1519,ABCC1,6
1520,CD44,6
1521,SDC1,6
1522,CD8A,6
1523,CD8B,6
1524,RBPJ,6
1525,YWHAH,6
1526,TPM2,6
1527,WAS,6
1528,ILK,6
1529,TPM4,6
1530,KCNQ1,6
1531,ANAPC5,6
1532,PLAU,6
1533,HTR2A,6
1534,HTR2B,6
1535,HTR2C,6
1536,CHEK1,6
1537,NXF3,6
1538,NXF2B,6
1539,NXF2,6
1540,NXF1,6
1541,MALT1,6
1542,TLR6,6
1543,ANGPT1,6
1544,ANGPT2,6
1545,CYLD,6
1546,LHCGR,6
1547,YWHAG,6
1548,BCL10,6
1549,ACSS1,6
1550,ATG12,6
1551,GLYCTK,6
1552,DHFR,6
1553,EPHX2,6
1554,ACSBG1,6
1555,PYGB,6
1556,TPI1,6
1557,ACSBG2,6
1558,ACADM,6
1559,FASN,6
1560,TYMS,6
1561,HSD3B1,6
1562,HSD3B2,6
1563,AKR1B15,6
1564,DHFR2,6
1565,SDSL,6
1566,ST3GAL3,6
1567,SDS,6
1568,DGKZ,6
1569,DGKQ,6
1570,DGKK,6
1571,DGKI,6
1572,DGKH,6
1573,DGKG,6
1574,AKR1B10,6
1575,XDH,6
1576,ACO1,6
1577,ACO2,6
1578,CS,6
1579,CYP3A5,6
1580,KL,6
1581,CYP17A1,6
1582,NPR2,6
1583,SCP2,6
1584,GMPPB,6
1585,GMPPA,6
1586,GLA,6
1587,CYP2C19,6
1588,MMUT,6
1589,CBR1,6
1590,BAAT,6
1591,MLYCD,6
1592,TAT,6
1593,NME1,6
1594,PDE3A,6
1595,PDE2A,6
1596,G6PD,6
1597,NME2,6
1598,NME3,6
1599,ALDH6A1,6
1600,AKR1C3,6
1601,NME4,6
1602,NME6,6
1603,AKR1C8,6
1604,CYP11A1,6
1605,PYGM,6
1606,PYGL,6
1607,NME7,6
1608,DGKE,6
1609,CYP7A1,6
1610,GPX8,6
1611,GFPT1,6
1612,MDH2,6
1613,INPPL1,6
1614,GFPT2,6
1615,ARG2,6
1616,AMT,6
1617,GPX5,6
1618,HPGDS,6
1619,GPT,6
1620,CTH,6
1621,RRM1,6
1622,GPX3,6
1623,CPS1,6
1624,GPT2,6
1625,GPX6,6
1626,ARG1,6
1627,GCSH,6
1628,DGKA,6
1629,DGKB,6
1630,GPX7,6
1631,GPX2,6
1632,GPX1,6
1633,AKR1B1,6
1634,DGKD,6
1635,GLDC,6
1636,GSTK1,6
1637,H2AC15,5
1638,F2RL3,5
1639,JAG2,5
1640,SMPD1,5
1641,H2AC14,5
1642,H2AC1,5
1643,H2AB2,5
1644,H2AC11,5
1645,H2AC13,5
1646,H2AC12,5
1647,ABCA1,5
1648,H2AC16,5
1649,DMD,5
1650,H2AB3,5
1651,PRPS2,5
1652,APPL1,5
1653,ITCH,5
1654,SLC1A2,5
1655,DIAPH1,5
1656,CCR8,5
1657,IL12RB2,5
1658,H2AC20,5
1659,MECOM,5
1660,STAR,5
1661,H2AC19,5
1662,H2AC18,5
1663,MAP2K5,5
1664,PRPS1,5
1665,OPRD1,5
1666,IL1RAP,5
1667,PRPS1L1,5
1668,CSF3R,5
1669,RAB1A,5
1670,H2AB1,5
1671,SLC17A8,5
1672,SLC17A7,5
1673,H2AC17,5
1674,FLT3LG,5
1675,PDE4D,5
1676,SGCD,5
1677,ENTPD3,5
1678,SLC17A6,5
1679,SLC46A1,5
1680,MYL6,5
1681,EPHA2,5
1682,PFN3,5
1683,SMAD1,5
1684,VCP,5
1685,ENTPD8,5
1686,OXSM,5
1687,ELOVL4,5
1688,ACAA2,5
1689,MAGI1,5
1690,ENTPD4,5
1691,P2RY1,5
1692,ABCC4,5
1693,PFN2,5
1694,ABCC2,5
1695,MYL4,5
1696,PFN1,5
1697,AGPAT1,5
1698,AGPAT2,5
1699,ELOVL1,5
1700,MYL6B,5
1701,PPP1R12B,5
1702,LPAR3,5
1703,SNTA1,5
1704,DTNA,5
1705,TLR7,5
1706,SGCA,5
1707,SGCB,5
1708,GBA1,5
1709,CMPK1,5
1710,SGCE,5
1711,SGCG,5
1712,SGCZ,5
1713,PFN4,5
1714,PPP1R12C,5
1715,BIRC7,5
1716,SNTB1,5
1717,SNTB2,5
1718,SSPN,5
1719,PTGS1,5
1720,NCOA3,5
1721,FADS2,5
1722,SDC4,5
1723,CANX,5
1724,ARHGEF11,5
1725,COX10,5
1726,GALT,5
1727,ANAPC1,5
1728,RPA3,5
1729,RPA4,5
1730,ETS1,5
1731,PPP1R1B,5
1732,PAPSS2,5
1733,ANAPC7,5
1734,IDH3A,5
1735,ANAPC4,5
1736,SST,5
1737,NCK2,5
1738,SSTR2,5
1739,NCK1,5
1740,ANAPC2,5
1741,ANAPC16,5
1742,VAMP2,5
1743,ANAPC15,5
1744,IRF1,5
1745,PAPSS1,5
1746,ANAPC13,5
1747,XPO1,5
1748,ANAPC11,5
1749,ACVR1,5
1750,PMM1,5
1751,ANAPC10,5
1752,STK4,5
1753,RPA2,5
1754,NPY,5
1755,RPA1,5
1756,POLD4,5
1757,CDC25C,5
1758,PC,5
1759,OGDHL,5
1760,OGDH,5
1761,CDC25A,5
1762,POLD3,5
1763,CDC23,5
1764,CDC20,5
1765,PAH,5
1766,CDC16,5
1767,IDH3G,5
1768,ST3GAL2,5
1769,KCNK2,5
1770,POLD1,5
1771,SOCS2,5
1772,IDH3B,5
1773,HTR1A,5
1774,HTR1B,5
1775,PIM1,5
1776,HTR1D,5
1777,RARA,5
1778,ST3GAL1,5
1779,HTR1E,5
1780,HTR1F,5
1781,PMM2,5
1782,BMP2,5
1783,CCR4,5
1784,DLG4,5
1785,NXT1,5
1786,NR4A1,5
1787,RIPK2,5
1788,FSHB,5
1789,H2AC25,5
1790,NOD1,5
1791,NLRC4,5
1792,NAIP,5
1793,PDE4A,5
1794,LIMK1,5
1795,PDE4B,5
1796,PDE4C,5
1797,CRHR1,5
1798,CFL2,5
1799,CFL1,5
1800,PDE8B,5
1801,SIN3A,5
1802,MPI,5
1803,PDE8A,5
1804,AMH,5
1805,ADCYAP1R1,5
1806,CCR1,5
1807,ADCYAP1,5
1808,MAP3K3,5
1809,SMO,5
1810,NXT2,5
1811,TRPC1,5
1812,NT5C,5
1813,FOSB,5
1814,MLST8,5
1815,NT5M,5
1816,NT5E,5
1817,NT5DC4,5
1818,CDC27,5
1819,SPI1,5
1820,ADAR,5
1821,RASGRP3,5
1822,CCL11,5
1823,NT5C2,5
1824,HTR7,5
1825,CCL17,5
1826,NT5C1A,5
1827,PLAT,5
1828,NT5C1B,5
1829,ACTR10,5
1830,ACTR1A,5
1831,ACTR1B,5
1832,HDAC5,5
1833,DCTN3,5
1834,PGK2,5
1835,PGK1,5
1836,HDAC4,5
1837,TKFC,5
1838,H2AC21,5
1839,H2AZ1,5
1840,IL15RA,5
1841,HTR6,5
1842,RDX,5
1843,BRCA2,5
1844,CYP21A2,5
1845,KAT2A,5
1846,MAT2B,5
1847,MAT2A,5
1848,MAT1A,5
1849,KAT2B,5
1850,CASP4,5
1851,GSS,5
1852,GCLM,5
1853,GCLC,5
1854,CAMP,5
1855,AK2,5
1856,AK1,5
1857,HTR4,5
1858,TAPBPL,5
1859,TERT,5
1860,ADSS2,5
1861,ADSS1,5
1862,ADSL,5
1863,TAPBP,5
1864,PECAM1,5
1865,ELOB,5
1866,ELOC,5
1867,LBP,5
1868,DPYS,5
1869,DPYD,5
1870,AK8,5
1871,MCEE,5
1872,CD19,5
1873,FOLH1,5
1874,HSD17B4,5
1875,BAIAP2,5
1876,SLC27A5,5
1877,FGA,5
1878,FGB,5
1879,H2AC4,5
1880,GNA15,5
1881,AK9,5
1882,HPD,5
1883,AK4,5
1884,HMGCS2,5
1885,HMGCS1,5
1886,AK7,5
1887,HIBCH,5
1888,AK6,5
1889,DBT,5
1890,BCKDHB,5
1891,BCKDHA,5
1892,BLNK,5
1893,AK5,5
1894,CHPT1,5
1895,DDB1,5
1896,RAB11A,5
1897,CCKAR,5
1898,CEBPB,5
1899,DAO,5
1900,BHMT,5
1901,AOC3,5
1902,AOC2,5
1903,HSPG2,5
1904,NR1H3,5
1905,C6,5
1906,FPGS,5
1907,C7,5
1908,RPE,5
1909,CAD,5
1910,C3AR1,5
1911,ASS1,5
1912,RPEL1,5
1913,AVP,5
1914,CYTH1,5
1915,CYTH2,5
1916,CYTH3,5
1917,CYTH4,5
1918,DNM1,5
1919,DNM3,5
1920,GRM2,5
1921,GRM3,5
1922,GRM4,5
1923,COX15,5
1924,CHRNB2,5
1925,PPARD,5
1926,RGN,5
1927,NECTIN1,5
1928,PGR,5
1929,TYMP,5
1930,AMY2B,5
1931,MAD1L1,5
1932,BNIP3,5
1933,PARP1,5
1934,WASF3,5
1935,CCNB3,5
1936,AMY2A,5
1937,AMY1C,5
1938,AMY1B,5
1939,NECTIN2,5
1940,CIITA,5
1941,AMY1A,5
1942,UPB1,5
1943,CTTN,5
1944,HCLS1,5
1945,RBL1,5
1946,PHGDH,5
1947,OXTR,5
1948,FUS,5
1949,FCGR2C,5
1950,C1S,5
1951,PIKFYVE,5
1952,COL2A1,5
1953,CDC26,5
1954,PNLIP,5
1955,CPT2,5
1956,JAM2,5
1957,LMNA,5
1958,JAM3,5
1959,ACP5,5
1960,IL7,5
1961,RAPGEF1,5
1962,IL23R,5
1963,PTPRC,5
1964,PTPRF,5
1965,ALYREF,5
1966,CEL,5
1967,H3C12,5
1968,H3C13,5
1969,MGLL,5
1970,AREG,5
1971,ANGPT4,5
1972,H3C14,5
1973,H3C15,5
1974,DHTKD1,5
1975,F11R,5
1976,HSPD1,5
1977,LPIN3,5
1978,LPIN1,5
1979,OPRM1,5
1980,HSD17B12,5
1981,H3C11,5
1982,TNXB,5
1983,SREBF1,5
1984,TNR,5
1985,CASP10,5
1986,TNN,5
1987,TNC,5
1988,ACP1,5
1989,H3C1,5
1990,NOX4,5
1991,RELN,5
1992,LPIN2,5
1993,SLC11A2,5
1994,HADHB,5
1995,SDC2,5
1996,H3C10,5
1997,H3C4,5
1998,H3C8,5
1999,EPHX1,5
2000,CTSK,5
2001,H2AJ,5
2002,H2AL3,5
2003,H3C6,5
2004,CTSS,5
2005,H3C7,5
2006,H3Y1,5
2007,AVPR1A,5
2008,PPID,5
2009,H3Y2,5
2010,ENTPD1,5
2011,RIPK3,5
2012,H2AZ2,5
2013,POLD2,5
2014,H2AX,5
2015,TNFRSF11A,5
2016,AVPR1B,5
2017,MACROH2A2,5
2018,H3C3,5
2019,VDR,5
2020,CDKN2C,5
2021,CRTC2,5
2022,H2AC6,5
2023,MAX,5
2024,PCCB,5
2025,H3C2,5
2026,TNFRSF13C,5
2027,H2AC7,5
2028,H2AC8,5
2029,PTH,5
2030,FUT8,5
2031,MACROH2A1,5
2032,PCCA,5
2033,MPO,5
2034,ZBTB17,4
2035,TKT,4
2036,RPN2,4
2037,NTRK3,4
2038,UBE2J2,4
2039,NHERF1,4
2040,UBE2J1,4
2041,CTLA4,4
2042,P2RX1,4
2043,P2RX2,4
2044,P2RX3,4
2045,RPN1,4
2046,TKTL2,4
2047,CDH5,4
2048,FCSK,4
2049,TKTL1,4
2050,GMDS,4
2051,ICOS,4
2052,STT3A,4
2053,CAMK1D,4
2054,SGMS2,4
2055,POLR2F,4
2056,POLR2H,4
2057,NEU1,4
2058,SGMS1,4
2059,NEDD4L,4
2060,ITGAX,4
2061,POLR2K,4
2062,GNA14,4
2063,NEDD4,4
2064,CAMK1,4
2065,DYNLL2,4
2066,HRH1,4
2067,DYNLL1,4
2068,DAD1,4
2069,DDOST,4
2070,POLR2L,4
2071,CAMK1G,4
2072,GP1BA,4
2073,CCKBR,4
2074,ARHGAP35,4
2075,GFUS,4
2076,APP,4
2077,CNR1,4
2078,POLR2E,4
2079,MAN1A1,4
2080,ARHGEF2,4
2081,UBE2G1,4
2082,STT3B,4
2083,UBE2G2,4
2084,LIG1,4
2085,PFKFB3,4
2086,PFKFB2,4
2087,AR,4
2088,PTPN1,4
2089,PFKFB1,4
2090,SPTBN2,4
2091,TP73,4
2092,HTR5A,4
2093,FPGT,4
2094,MAN1A2,4
2095,SIAH1,4
2096,IGFBP3,4
2097,MAN1C1,4
2098,MAN1B1,4
2099,ID1,4
2100,GBA2,4
2101,PDE10A,4
2102,FPR1,4
2103,SCRIB,4
2104,PDE11A,4
2105,HRH2,4
2106,IQGAP1,4
2107,SEC61A1,4
2108,POLE3,4
2109,AP2M1,4
2110,AMPD2,4
2111,AMPD1,4
2112,AP2A1,4
2113,UBE2D1,4
2114,UBE2D2,4
2115,UBE2D3,4
2116,UBE2D4,4
2117,AP2A2,4
2118,AP2B1,4
2119,USP7,4
2120,AP2S1,4
2121,GIT1,4
2122,AKR1C1,4
2123,RAD51,4
2124,AKR1C2,4
2125,COMT,4
2126,CHMP4A,4
2127,CHMP4B,4
2128,CYP11B1,4
2129,CYP3A7,4
2130,HSD11B1,4
2131,HSD11B1L,4
2132,AMPD3,4
2133,CHAD,4
2134,CYP27A1,4
2135,AKR1C4,4
2136,PKN1,4
2137,MCL1,4
2138,TECR,4
2139,LPL,4
2140,BMI1,4
2141,ACADL,4
2142,ACADSB,4
2143,ACADVL,4
2144,GCDH,4
2145,CYP24A1,4
2146,CYP27B1,4
2147,HSD17B7,4
2148,PNLIPRP1,4
2149,LIPA,4
2150,PNLIPRP2,4
2151,IBSP,4
2152,DCK,4
2153,CANT1,4
2154,ATIC,4
2155,PNPLA2,4
2156,ACOX2,4
2157,CHMP2B,4
2158,CDIPT,4
2159,RFC1,4
2160,MTMR14,4
2161,SLC27A4,4
2162,PIP4K2C,4
2163,PIP4K2B,4
2164,PIP4K2A,4
2165,PIK3C2G,4
2166,PIK3C2B,4
2167,PIK3C2A,4
2168,SLC27A1,4
2169,MTMR4,4
2170,MTMR3,4
2171,MBL2,4
2172,PBX1,4
2173,ITPKC,4
2174,PLIN1,4
2175,ITPKB,4
2176,ITPKA,4
2177,INPP5A,4
2178,TOMT,4
2179,ASL,4
2180,ATP4A,4
2181,ATP4B,4
2182,ACY1,4
2183,SORBS1,4
2184,FIG4,4
2185,UCP1,4
2186,CD81,4
2187,LRP1,4
2188,RAB11B,4
2189,VPS4A,4
2190,VPS4B,4
2191,HSD17B6,4
2192,CD46,4
2193,NCAM1,4
2194,NCAM2,4
2195,CLEC7A,4
2196,LRTOMT,4
2197,ADA,4
2198,DYNC1H1,4
2199,DYNC1I1,4
2200,DYNC1I2,4
2201,DYNC1LI1,4
2202,TNFRSF14,4
2203,DYNC1LI2,4
2204,DYNC2H1,4
2205,CXADR,4
2206,HMGB1,4
2207,NAGS,4
2208,PPT2,4
2209,PPT1,4
2210,SMARCB1,4
2211,ITPA,4
2212,GALK1,4
2213,MFN2,4
2214,MAPT,4
2215,LIMK2,4
2216,NLRX1,4
2217,OPTN,4
2218,DCC,4
2219,CDK5,4
2220,PINK1,4
2221,LACC1,4
2222,IMPDH2,4
2223,HTRA2,4
2224,MAP3K8,4
2225,ID2,4
2226,IMPDH1,4
2227,KIF7,4
2228,HPRT1,4
2229,HDDC2,4
2230,GLI2,4
2231,CSNK1D,4
2232,PSEN2,4
2233,DDIT4,4
2234,SNW1,4
2235,GALE,4
2236,GAA,4
2237,NRP1,4
2238,RFC2,4
2239,RFC3,4
2240,RFC4,4
2241,RFC5,4
2242,ABL2,4
2243,ATG16L1,4
2244,FUT9,4
2245,ATG7,4
2246,NUDT16,4
2247,NTPCR,4
2248,SRF,4
2249,GNE,4
2250,UAP1,4
2251,UAP1L1,4
2252,RASA1,4
2253,RAPGEF2,4
2254,CALCOCO2,4
2255,NTF4,4
2256,NTF3,4
2257,NLK,4
2258,MFN1,4
2259,EIF2AK4,4
2260,JUND,4
2261,GUCY2D,4
2262,ENTPD6,4
2263,ACOT2,4
2264,ACOT4,4
2265,ELOVL2,4
2266,ELOVL3,4
2267,ENTPD5,4
2268,TRPM7,4
2269,ELOVL5,4
2270,ELOVL6,4
2271,ENTPD2,4
2272,ELOVL7,4
2273,HACD1,4
2274,MLKL,4
2275,HACD2,4
2276,HACD3,4
2277,DUSP1,4
2278,AGPAT3,4
2279,AGPAT4,4
2280,AGPAT5,4
2281,DGAT1,4
2282,CDC25B,4
2283,HACD4,4
2284,ACOT1,4
2285,ACTA2,4
2286,HEYL,4
2287,MECR,4
2288,HEY2,4
2289,HEY1,4
2290,HES5,4
2291,GMPS,4
2292,FLNA,4
2293,MGAM,4
2294,MGAM2,4
2295,SI,4
2296,PTGER1,4
2297,SEC61A2,4
2298,SEC61B,4
2299,SEC61G,4
2300,MIOX,4
2301,FOSL1,4
2302,CTBP2,4
2303,CTBP1,4
2304,ACSF3,4
2305,GART,4
2306,HSD17B8,4
2307,FHIT,4
2308,EREG,4
2309,RPIA,4
2310,LPAR6,4
2311,TALDO1,4
2312,GHRL,4
2313,ODC1,4
2314,BCL2A1,4
2315,GHSR,4
2316,CDA,4
2317,ABCB1,4
2318,ME1,4
2319,IL22,4
2320,SUCLA2,4
2321,HMGCL,4
2322,ISG15,4
2323,IL21R,4
2324,IL21,4
2325,SUCLG1,4
2326,TXN2,4
2327,TXN,4
2328,TST,4
2329,EGR2,4
2330,HMGCLL1,4
2331,SMS,4
2332,GATA3,4
2333,HAO1,4
2334,ME3,4
2335,RORA,4
2336,AHR,4
2337,HHIP,4
2338,CSF2RA,4
2339,GSK3A,4
2340,CSF2RB,4
2341,GIP,4
2342,PNP,4
2343,AFMID,4
2344,GLP1R,4
2345,SOCS4,4
2346,GLI3,4
2347,GLI1,4
2348,HSD17B10,4
2349,SRM,4
2350,ELMO2,4
2351,NPPC,4
2352,CARD9,4
2353,CXCL11,4
2354,ST8SIA1,4
2355,DNALI1,4
2356,TMPRSS2,4
2357,ABCB11,4
2358,CUL2,4
2359,BHMT2,4
2360,CNDP1,4
2361,CHEK2,4
2362,CTPS2,4
2363,PGD,4
2364,TPH1,4
2365,TPH2,4
2366,CSAD,4
2367,DES,4
2368,GADL1,4
2369,DNMT3A,4
2370,IDO2,4
2371,PIAS4,4
2372,EDN3,4
2373,PRSS1,4
2374,CX3CR1,4
2375,PRSS2,4
2376,DUT,4
2377,FSHR,4
2378,SUCLG2,4
2379,NOD2,4
2380,EDN2,4
2381,CNDP2,4
2382,NCEH1,4
2383,MPST,4
2384,KYAT3,4
2385,IDO1,4
2386,CRHR2,4
2387,KYAT1,4
2388,PRSS3,4
2389,TPO,4
2390,HAO2,4
2391,OXT,4
2392,MTHFD1,4
2393,IL5RA,4
2394,CCL25,4
2395,CCL21,4
2396,DNAH12,4
2397,DNAH11,4
2398,MTHFR,4
2399,CCL28,4
2400,DNAH10,4
2401,ALOX12,4
2402,DNAH1,4
2403,SLC9A3,4
2404,RAN,4
2405,CCL19,4
2406,ENO4,4
2407,BST1,4
2408,SLC4A2,4
2409,NFS1,4
2410,ALOX12B,4
2411,GNRH1,4
2412,DNAH7,4
2413,DNAL1,4
2414,ALPG,4
2415,DNAI2,4
2416,DNAI1,4
2417,DNAH9,4
2418,DNAH8,4
2419,ALPI,4
2420,DNAH6,4
2421,CCL22,4
2422,DNAH5,4
2423,DNAH3,4
2424,DNAH2,4
2425,ALPL,4
2426,ALPP,4
2427,DNAH17,4
2428,DNAH14,4
2429,LIF,4
2430,P2RY2,4
2431,CCL7,4
2432,SSTR5,4
2433,EZH2,4
2434,CEBPA,4
2435,APOA4,4
2436,APOB,4
2437,KMT2A,4
2438,TNFSF13B,4
2439,TNFSF14,4
2440,SSTR1,4
2441,CCL13,4
2442,NAT2,4
2443,PLG,4
2444,SLC1A6,4
2445,PER2,4
2446,SLC1A3,4
2447,SLC1A1,4
2448,GNRH2,4
2449,CCR9,4
2450,ACVR2A,4
2451,ABCD4,4
2452,ACVR2B,4
2453,CCR10,4
2454,NAT1,4
2455,BMP8B,4
2456,BMP8A,4
2457,IL33,4
2458,BMP7,4
2459,AADAT,4
2460,BMP6,4
2461,THPO,4
2462,ABCG8,4
2463,ABCG5,4
2464,HAP1,4
2465,KCNN2,4
2466,CYP2D7,4
2467,KCNJ2,4
2468,MME,4
2469,IL18R1,4
2470,NPPB,4
2471,NCBP1,4
2472,ASAH1,4
2473,GATA4,4
2474,SLC19A1,4
2475,KCNN4,4
2476,CHRNB4,4
2477,H2BC1,4
2478,CEPT1,4
2479,PCYT1A,4
2480,S1PR1,4
2481,PCYT1B,4
2482,GSDMD,4
2483,AOC1,4
2484,SELENOI,4
2485,CNGB1,4
2486,CYP2C18,4
2487,FOLR3,4
2488,GGT5,4
2489,GNMT,4
2490,GGT2,4
2491,GGT1,4
2492,H2BC17,4
2493,GRHPR,4
2494,SPTLC3,4
2495,PLK1,4
2496,DRD4,4
2497,H2BC15,4
2498,H2BC14,4
2499,H2BC13,4
2500,H2BC12L,4
2501,H2BC12,4
2502,H2BC11,4
2503,SPTLC1,4
2504,H2BC10,4
2505,KPNA1,4
2506,DRD3,4
2507,CHRM4,4
2508,HDAC8,4
2509,CARNS1,4
2510,GPX4,4
2511,GDF7,4
2512,CMPK2,4
2513,CTPS1,4
2514,AGTR2,4
2515,DDO,4
2516,SEC13,4
2517,AVPR2,4
2518,SIRT6,4
2519,MAD2L1,4
2520,GRM6,4
2521,GSR,4
2522,CR2,4
2523,GRM7,4
2524,TPR,4
2525,GRM8,4
2526,UBE2I,4
2527,CERS3,4
2528,MS4A2,4
2529,ABCC3,4
2530,NCOR1,4
2531,CCK,4
2532,FOLR2,4
2533,ALAS2,4
2534,FOLR1,4
2535,ADRA2C,4
2536,ADRA2B,4
2537,ADRA2A,4
2538,ADORA3,4
2539,MAD2L2,4
2540,MOCS2,4
2541,ANPEP,4
2542,ABCG2,4
2543,ALAS1,4
2544,GPHN,4
2545,FCER1A,4
2546,PIPOX,4
2547,SPTLC2,4
2548,H4C1,4
2549,H4C11,4
2550,MSH3,4
2551,H4C2,4
2552,H4C16,4
2553,H4C15,4
2554,H4C14,4
2555,H4C13,4
2556,H4C12,4
2557,MSH2,4
2558,H4C3,4
2559,CXCL9,4
2560,FDPS,4
2561,RPS3,4
2562,RARB,4
2563,NCOA1,4
2564,H2BW2,4
2565,H2BW1,4
2566,HMGCR,4
2567,PAX8,4
2568,H2BC9,4
2569,VHL,4
2570,EMD,4
2571,TK1,4
2572,TK2,4
2573,MSH6,4
2574,TF,4
2575,HDAC6,4
2576,HDAC3,4
2577,IL17F,4
2578,H4C4,4
2579,MEF2A,4
2580,H4C9,4
2581,PTH1R,4
2582,H4C8,4
2583,H4C7,4
2584,H4C6,4
2585,H4C5,4
2586,H2BK1,4
2587,DNAL4,4
2588,H2BC4,4
2589,H2BC7,4
2590,H2BC5,4
2591,UCK2,4
2592,H2BC6,4
2593,EARS2,4
2594,FTH1,4
2595,UCKL1,4
2596,MMAB,4
2597,UPP1,4
2598,H2BC3,4
2599,UPP2,4
2600,H2BC26,4
2601,UCK1,4
2602,PSPH,4
2603,IL11,4
2604,H2BC21,4
2605,UMPS,4
2606,H2BC18,4
2607,H2BC8,4
2608,FTL,4
2609,EPRS1,4
2610,GPER1,4
2611,EHMT1,3
2612,IL17RC,3
2613,IL18RAP,3
2614,IL19,3
2615,IL24,3
2616,IFNW1,3
2617,DOT1L,3
2618,PNOC,3
2619,PRDM16,3
2620,IL13RA1,3
2621,IL17D,3
2622,PTGIR,3
2623,SCTR,3
2624,IL17RA,3
2625,SCT,3
2626,IL22RA1,3
2627,THRB,3
2628,TSPO,3
2629,EHMT2,3
2630,IL27RA,3
2631,OPRL1,3
2632,IFNE,3
2633,IL20RA,3
2634,IL20RB,3
2635,NSD2,3
2636,GK,3
2637,DCTD,3
2638,IFNK,3
2639,IL20,3
2640,THRA,3
2641,EZH1,3
2642,P2RY4,3
2643,PENK,3
2644,SSTR3,3
2645,GK2,3
2646,GK3,3
2647,GPAM,3
2648,GPAT2,3
2649,PLOD3,3
2650,GPAT3,3
2651,KMT2D,3
2652,GPAT4,3
2653,IL11RA,3
2654,LCLAT1,3
2655,LIPC,3
2656,LIPF,3
2657,LIPG,3
2658,P2RY6,3
2659,IL27,3
2660,DGAT2,3
2661,GRK7,3
2662,CACNA1E,3
2663,CUL4B,3
2664,ADA2,3
2665,ADK,3
2666,AHCY,3
2667,BCL6,3
2668,AHCYL1,3
2669,WIPF3,3
2670,POLB,3
2671,WIPF2,3
2672,WIPF1,3
2673,ADPRM,3
2674,AHCYL2,3
2675,AMD1,3
2676,CUL4A,3
2677,EPAS1,3
2678,SARDH,3
2679,EGLN3,3
2680,EGLN2,3
2681,EGLN1,3
