PATHWAY_ID1,PATHWAY_ID2,OVERLAP_COUNT
hsa04740,hsa04915,11
hsa04740,hsa05022,11
hsa04740,hsa05152,11
hsa04740,hsa05214,11
hsa04740,hsa05417,11
hsa04742,hsa04918,11
hsa04742,hsa04928,11
hsa04750,hsa04960,11
hsa04750,hsa05143,11
hsa04750,hsa05162,11
hsa04750,hsa05203,11
hsa04810,hsa04923,11
hsa04810,hsa04960,11
hsa04810,hsa05162,11
hsa04820,hsa04933,11
hsa04910,hsa04924,11
hsa04910,hsa04925,11
hsa04910,hsa05222,11
hsa04911,hsa04931,11
hsa04911,hsa05012,11
hsa04911,hsa05165,11
hsa04911,hsa05205,11
hsa04912,hsa04936,11
hsa04912,hsa05145,11
hsa04912,hsa05220,11
hsa04912,hsa05221,11
hsa04914,hsa05146,11
hsa04914,hsa05222,11
hsa04915,hsa05222,11
hsa04916,hsa05132,11
hsa04916,hsa05223,11
hsa04916,hsa05231,11
hsa04917,hsa04920,11
hsa04917,hsa04921,11
hsa04917,hsa04960,11
hsa04917,hsa04973,11
hsa04917,hsa05140,11
hsa04918,hsa05017,11
hsa04918,hsa05165,11
hsa04919,hsa05100,11
hsa04919,hsa05202,11
hsa04920,hsa04933,11
hsa04921,hsa05160,11
hsa04921,hsa05215,11
hsa04921,hsa05218,11
hsa04921,hsa05226,11
hsa04922,hsa04929,11
hsa04922,hsa04962,11
hsa04922,hsa04973,11
hsa04922,hsa05017,11
hsa04922,hsa05131,11
hsa04923,hsa04929,11
hsa04923,hsa05167,11
hsa04923,hsa05215,11
hsa04923,hsa05222,11
hsa04924,hsa05166,11
hsa04925,hsa04960,11
hsa04925,hsa05017,11
hsa04925,hsa05165,11
hsa04925,hsa05167,11
hsa04926,hsa04960,11
hsa04926,hsa04961,11
hsa04927,hsa04961,11
hsa04927,hsa05146,11
hsa04927,hsa05165,11
hsa04928,hsa05210,11
hsa04928,hsa05214,11
hsa04929,hsa04931,11
hsa04929,hsa04971,11
hsa04929,hsa05032,11
hsa04930,hsa05162,11
hsa04930,hsa05168,11
hsa04930,hsa05205,11
hsa04930,hsa05221,11
hsa04930,hsa05235,11
hsa04931,hsa05022,11
hsa04931,hsa05031,11
hsa04931,hsa05130,11
hsa04931,hsa05218,11
hsa04932,hsa05214,11
hsa04932,hsa05218,11
hsa04933,hsa04934,11
hsa04933,hsa05144,11
hsa04934,hsa04961,11
hsa04934,hsa05131,11
hsa04934,hsa05146,11
hsa04935,hsa05222,11
hsa04936,hsa05014,11
hsa04936,hsa05203,11
hsa04936,hsa05213,11
hsa04936,hsa05322,11
hsa04960,hsa05164,11
hsa04960,hsa05208,11
hsa04960,hsa05213,11
hsa04960,hsa05218,11
hsa04960,hsa05224,11
hsa04961,hsa05207,11
hsa04962,hsa05030,11
hsa04962,hsa05031,11
hsa04962,hsa05034,11
hsa04962,hsa05165,11
hsa04964,hsa04972,11
hsa04970,hsa05017,11
hsa04971,hsa05017,11
hsa04971,hsa05110,11
hsa04971,hsa05152,11
hsa04971,hsa05415,11
hsa04973,hsa05161,11
hsa04973,hsa05164,11
hsa04973,hsa05170,11
hsa04973,hsa05205,11
hsa04973,hsa05214,11
hsa04973,hsa05223,11
hsa04973,hsa05225,11
hsa04973,hsa05231,11
hsa04976,hsa04978,11
hsa05010,hsa05120,11
hsa05010,hsa05134,11
hsa05012,hsa05145,11
hsa05012,hsa05161,11
hsa05012,hsa05164,11
hsa05016,hsa05162,11
hsa05017,hsa05033,11
hsa05017,hsa05206,11
hsa05017,hsa05221,11
hsa05017,hsa05226,11
hsa05017,hsa05230,11
hsa05017,hsa05235,11
hsa05020,hsa05100,11
hsa05020,hsa05206,11
hsa05020,hsa05211,11
hsa05020,hsa05218,11
hsa05020,hsa05220,11
hsa05020,hsa05226,11
hsa05022,hsa05216,11
hsa05022,hsa05410,11
hsa05030,hsa05200,11
hsa05031,hsa05033,11
hsa05034,hsa05152,11
hsa05100,hsa05208,11
hsa05100,hsa05214,11
hsa05120,hsa05162,11
hsa05120,hsa05212,11
hsa05130,hsa05231,11
hsa05130,hsa05415,11
hsa05133,hsa05165,11
hsa05134,hsa05163,11
hsa05134,hsa05170,11
hsa05134,hsa05321,11
hsa05134,hsa05323,11
hsa05135,hsa05321,11
hsa05143,hsa05152,11
hsa05144,hsa05164,11
hsa05144,hsa05171,11
hsa05146,hsa05210,11
hsa05146,hsa05226,11
hsa05146,hsa05322,11
hsa05152,hsa05225,11
hsa05152,hsa05226,11
hsa05161,hsa05323,11
hsa05162,hsa05230,11
hsa05163,hsa05323,11
hsa05163,hsa05332,11
hsa05165,hsa05416,11
hsa05167,hsa05202,11
hsa05167,hsa05323,11
hsa05169,hsa05216,11
hsa05169,hsa05340,11
hsa05202,hsa05210,11
hsa05203,hsa05415,11
hsa05211,hsa05222,11
hsa05216,hsa05230,11
hsa05216,hsa05417,11
hsa05218,hsa05415,11
hsa05223,hsa05418,11
hsa05230,hsa05418,11
hsa05235,hsa05321,11
hsa00010,hsa00350,10
hsa00010,hsa00980,10
hsa00010,hsa00982,10
hsa00010,hsa04152,10
hsa00051,hsa00052,10
hsa00071,hsa04146,10
hsa00071,hsa04920,10
hsa00190,hsa04142,10
hsa00230,hsa04020,10
hsa00230,hsa04914,10
hsa00230,hsa04935,10
hsa00240,hsa00760,10
hsa00250,hsa01200,10
hsa00250,hsa01230,10
hsa00270,hsa01200,10
hsa00350,hsa00980,10
hsa00410,hsa00640,10
hsa00511,hsa01100,10
hsa00511,hsa04142,10
hsa00561,hsa04070,10
hsa00562,hsa04062,10
hsa00562,hsa04666,10
hsa00562,hsa04810,10
hsa00562,hsa05200,10
hsa00590,hsa04750,10
hsa00620,hsa00640,10
hsa00920,hsa01100,10
hsa00970,hsa01100,10
hsa01100,hsa01523,10
hsa01100,hsa04114,10
hsa01100,hsa04810,10
hsa01100,hsa04930,10
hsa01100,hsa05132,10
hsa01100,hsa05414,10
hsa01212,hsa04920,10
hsa01521,hsa04270,10
hsa01521,hsa04714,10
hsa01521,hsa04923,10
hsa01521,hsa04930,10
hsa01522,hsa04972,10
hsa01522,hsa04973,10
hsa01522,hsa05012,10
hsa01523,hsa05215,10
hsa01524,hsa04213,10
hsa01524,hsa04217,10
hsa01524,hsa04360,10
hsa01524,hsa04923,10
hsa01524,hsa04960,10
hsa01524,hsa04973,10
hsa01524,hsa05415,10
hsa02010,hsa04976,10
hsa03040,hsa05168,10
hsa03250,hsa04144,10
hsa04010,hsa04081,10
hsa04010,hsa05321,10
hsa04012,hsa04081,10
hsa04012,hsa04261,10
hsa04012,hsa04270,10
hsa04012,hsa04659,10
hsa04012,hsa04923,10
hsa04012,hsa05216,10
hsa04014,hsa04148,10
hsa04014,hsa04924,10
hsa04014,hsa04934,10
hsa04015,hsa04936,10
hsa04015,hsa04976,10
hsa04015,hsa05120,10
hsa04015,hsa05140,10
hsa04015,hsa05162,10
hsa04015,hsa05216,10
hsa04020,hsa04213,10
hsa04020,hsa04914,10
hsa04022,hsa04658,10
hsa04022,hsa04659,10
hsa04022,hsa04930,10
hsa04022,hsa04962,10
hsa04022,hsa05206,10
hsa04022,hsa05210,10
hsa04022,hsa05412,10
hsa04024,hsa04621,10
hsa04024,hsa04657,10
hsa04024,hsa04820,10
hsa04024,hsa05410,10
hsa04060,hsa04068,10
hsa04060,hsa04080,10
hsa04060,hsa04940,10
hsa04060,hsa05134,10
hsa04060,hsa05135,10
hsa04060,hsa05143,10
hsa04060,hsa05202,10
hsa04060,hsa05310,10
hsa04061,hsa04672,10
hsa04062,hsa05140,10
hsa04062,hsa05219,10
hsa04064,hsa04151,10
hsa04064,hsa04650,10
hsa04064,hsa04722,10
hsa04064,hsa05206,10
hsa04064,hsa05220,10
hsa04066,hsa04310,10
hsa04066,hsa04350,10
hsa04066,hsa04728,10
hsa04068,hsa04622,10
hsa04068,hsa04723,10
hsa04068,hsa04728,10
hsa04068,hsa04916,10
hsa04068,hsa05120,10
hsa04068,hsa05140,10
hsa04070,hsa04210,10
hsa04070,hsa04360,10
hsa04070,hsa04540,10
hsa04070,hsa04723,10
hsa04070,hsa04724,10
hsa04070,hsa04726,10
hsa04070,hsa04730,10
hsa04070,hsa04918,10
hsa04070,hsa04928,10
hsa04070,hsa04960,10
hsa04070,hsa04972,10
hsa04070,hsa05020,10
hsa04070,hsa05031,10
hsa04070,hsa05161,10
hsa04070,hsa05207,10
hsa04071,hsa04080,10
hsa04071,hsa04110,10
hsa04071,hsa04972,10
hsa04071,hsa05034,10
hsa04071,hsa05120,10
hsa04071,hsa05140,10
hsa04071,hsa05143,10
hsa04072,hsa04727,10
hsa04072,hsa04728,10
hsa04072,hsa04976,10
hsa04072,hsa05020,10
hsa04072,hsa05162,10
hsa04072,hsa05222,10
hsa04080,hsa04630,10
hsa04080,hsa04923,10
hsa04080,hsa05207,10
hsa04081,hsa04517,10
hsa04081,hsa05012,10
hsa04081,hsa05020,10
hsa04081,hsa05135,10
hsa04081,hsa05162,10
hsa04081,hsa05168,10
hsa04081,hsa05210,10
hsa04081,hsa05215,10
hsa04081,hsa05220,10
hsa04081,hsa05221,10
hsa04081,hsa05223,10
hsa04081,hsa05225,10
hsa04082,hsa04310,10
hsa04082,hsa04919,10
hsa04082,hsa04922,10
hsa04082,hsa05020,10
hsa04110,hsa04728,10
hsa04114,hsa04150,10
hsa04114,hsa04621,10
hsa04114,hsa04726,10
hsa04114,hsa05014,10
hsa04114,hsa05215,10
hsa04115,hsa05022,10
hsa04115,hsa05213,10
hsa04137,hsa04141,10
hsa04137,hsa04310,10
hsa04137,hsa04926,10
hsa04137,hsa05016,10
hsa04137,hsa05017,10
hsa04137,hsa05020,10
hsa04137,hsa05160,10
hsa04137,hsa05235,10
hsa04140,hsa04973,10
hsa04141,hsa04217,10
hsa04141,hsa05130,10
hsa04141,hsa05169,10
hsa04141,hsa05418,10
hsa04142,hsa05110,10
hsa04142,hsa05120,10
hsa04142,hsa05165,10
hsa04144,hsa04350,10
hsa04144,hsa04360,10
hsa04144,hsa04390,10
hsa04144,hsa05162,10
hsa04144,hsa05170,10
hsa04145,hsa04650,10
hsa04145,hsa05133,10
hsa04145,hsa05203,10
hsa04145,hsa05414,10
hsa04148,hsa04650,10
hsa04148,hsa04658,10
hsa04148,hsa04664,10
hsa04148,hsa04666,10
hsa04148,hsa04714,10
hsa04148,hsa04922,10
hsa04148,hsa04926,10
hsa04150,hsa04270,10
hsa04150,hsa05145,10
hsa04150,hsa05152,10
hsa04151,hsa04350,10
hsa04151,hsa04720,10
hsa04152,hsa04370,10
hsa04152,hsa04611,10
hsa04152,hsa04625,10
hsa04152,hsa04662,10
hsa04152,hsa04929,10
hsa04152,hsa05211,10
hsa04210,hsa04923,10
hsa04210,hsa04928,10
hsa04210,hsa04973,10
hsa04210,hsa05134,10
hsa04211,hsa04360,10
hsa04211,hsa04650,10
hsa04211,hsa04720,10
hsa04211,hsa04973,10
hsa04211,hsa05132,10
hsa04213,hsa04360,10
hsa04213,hsa04380,10
hsa04213,hsa04530,10
hsa04213,hsa04620,10
hsa04213,hsa04650,10
hsa04213,hsa04668,10
hsa04213,hsa04973,10
hsa04213,hsa05135,10
hsa04213,hsa05164,10
hsa04213,hsa05222,10
hsa04215,hsa04621,10
hsa04215,hsa05012,10
hsa04215,hsa05131,10
hsa04215,hsa05160,10
hsa04215,hsa05164,10
hsa04217,hsa04722,10
hsa04217,hsa05014,10
hsa04217,hsa05208,10
hsa04217,hsa05231,10
hsa04217,hsa05235,10
hsa04218,hsa04723,10
hsa04218,hsa04923,10
hsa04218,hsa04960,10
hsa04218,hsa04970,10
hsa04218,hsa04971,10
hsa04218,hsa05016,10
hsa04218,hsa05130,10
hsa04218,hsa05321,10
hsa04260,hsa04970,10
hsa04260,hsa04973,10
hsa04260,hsa04976,10
hsa04261,hsa04360,10
hsa04261,hsa04370,10
hsa04261,hsa04517,10
hsa04261,hsa04664,10
hsa04261,hsa04810,10
hsa04261,hsa05135,10
hsa04270,hsa04650,10
hsa04270,hsa05133,10
hsa04270,hsa05135,10
hsa04270,hsa05142,10
hsa04270,hsa05161,10
hsa04270,hsa05223,10
hsa04270,hsa05225,10
hsa04270,hsa05418,10
hsa04310,hsa04350,10
hsa04310,hsa04371,10
hsa04310,hsa04517,10
hsa04310,hsa04540,10
hsa04310,hsa04613,10
hsa04310,hsa04621,10
hsa04310,hsa04726,10
hsa04310,hsa04918,10
hsa04310,hsa04961,10
hsa04310,hsa04970,10
hsa04310,hsa05016,10
hsa04310,hsa05017,10
hsa04310,hsa05146,10
hsa04310,hsa05212,10
hsa04310,hsa05215,10
hsa04310,hsa05231,10
hsa04330,hsa04919,10
hsa04330,hsa05010,10
hsa04350,hsa04360,10
hsa04350,hsa04919,10
hsa04350,hsa05131,10
hsa04350,hsa05152,10
hsa04350,hsa05418,10
hsa04360,hsa04371,10
hsa04360,hsa04620,10
hsa04360,hsa04630,10
hsa04360,hsa04658,10
hsa04360,hsa04659,10
hsa04360,hsa04713,10
hsa04360,hsa04730,10
hsa04360,hsa04923,10
hsa04360,hsa04930,10
hsa04360,hsa04932,10
hsa04360,hsa05031,10
hsa04370,hsa04723,10
hsa04370,hsa05130,10
hsa04370,hsa05219,10
hsa04371,hsa04932,10
hsa04371,hsa05146,10
hsa04371,hsa05219,10
hsa04380,hsa04724,10
hsa04380,hsa04923,10
hsa04380,hsa04928,10
hsa04380,hsa04973,10
hsa04380,hsa05031,10
hsa04382,hsa05146,10
hsa04390,hsa04660,10
hsa04390,hsa05132,10
hsa04390,hsa05412,10
hsa04510,hsa04814,10
hsa04510,hsa04916,10
hsa04510,hsa04923,10
hsa04510,hsa04934,10
hsa04510,hsa05120,10
hsa04510,hsa05202,10
hsa04512,hsa04514,10
hsa04514,hsa04660,10
hsa04517,hsa04923,10
hsa04517,hsa04971,10
hsa04520,hsa04814,10
hsa04520,hsa04921,10
hsa04520,hsa04934,10
hsa04520,hsa05161,10
hsa04520,hsa05203,10
hsa04520,hsa05231,10
hsa04520,hsa05412,10
hsa04520,hsa05417,10
hsa04520,hsa05418,10
hsa04530,hsa04922,10
hsa04530,hsa04926,10
hsa04530,hsa04933,10
hsa04530,hsa05146,10
hsa04530,hsa05163,10
hsa04540,hsa04625,10
hsa04540,hsa05030,10
hsa04540,hsa05235,10
hsa04550,hsa04730,10
hsa04550,hsa04923,10
hsa04550,hsa04936,10
hsa04550,hsa04973,10
hsa04550,hsa05017,10
hsa04550,hsa05202,10
hsa04550,hsa05216,10
hsa04550,hsa05219,10
hsa04610,hsa05020,10
hsa04611,hsa04630,10
hsa04611,hsa04930,10
hsa04611,hsa05162,10
hsa04612,hsa05340,10
hsa04613,hsa04659,10
hsa04613,hsa04923,10
hsa04613,hsa04930,10
hsa04613,hsa05120,10
hsa04613,hsa05134,10
hsa04620,hsa04923,10
hsa04620,hsa04973,10
hsa04620,hsa05144,10
hsa04621,hsa04662,10
hsa04621,hsa04664,10
hsa04621,hsa04725,10
hsa04621,hsa04931,10
hsa04621,hsa05207,10
hsa04621,hsa05321,10
hsa04622,hsa04926,10
hsa04623,hsa05133,10
hsa04625,hsa04724,10
hsa04625,hsa04726,10
hsa04625,hsa04925,10
hsa04625,hsa04960,10
hsa04625,hsa04970,10
hsa04625,hsa04971,10
hsa04625,hsa04973,10
hsa04630,hsa04920,10
hsa04630,hsa04923,10
hsa04630,hsa04973,10
hsa04640,hsa05135,10
hsa04640,hsa05202,10
hsa04640,hsa05410,10
hsa04640,hsa05414,10
hsa04650,hsa04724,10
hsa04650,hsa04930,10
hsa04650,hsa04931,10
hsa04650,hsa05017,10
hsa04650,hsa05219,10
hsa04657,hsa04723,10
hsa04657,hsa04931,10
hsa04657,hsa05207,10
hsa04657,hsa05212,10
hsa04658,hsa04912,10
hsa04658,hsa05220,10
hsa04659,hsa04912,10
hsa04659,hsa05014,10
hsa04659,hsa05202,10
hsa04659,hsa05223,10
hsa04659,hsa05225,10
hsa04659,hsa05231,10
hsa04660,hsa04714,10
hsa04660,hsa04923,10
hsa04660,hsa04973,10
hsa04660,hsa05014,10
hsa04660,hsa05034,10
hsa04660,hsa05321,10
hsa04662,hsa04730,10
hsa04662,hsa04916,10
hsa04662,hsa04923,10
hsa04662,hsa04930,10
hsa04662,hsa04936,10
hsa04662,hsa05034,10
hsa04662,hsa05120,10
hsa04664,hsa04723,10
hsa04664,hsa04724,10
hsa04664,hsa04923,10
hsa04664,hsa04973,10
hsa04664,hsa05034,10
hsa04664,hsa05133,10
hsa04664,hsa05222,10
hsa04666,hsa04923,10
hsa04666,hsa05140,10
hsa04666,hsa05222,10
hsa04668,hsa04723,10
hsa04668,hsa04911,10
hsa04668,hsa04916,10
hsa04668,hsa04918,10
hsa04668,hsa04925,10
hsa04668,hsa04927,10
hsa04668,hsa04973,10
hsa04668,hsa05202,10
hsa04670,hsa04723,10
hsa04670,hsa04728,10
hsa04670,hsa04814,10
hsa04670,hsa04820,10
hsa04670,hsa04923,10
hsa04670,hsa04929,10
hsa04670,hsa04960,10
hsa04670,hsa05017,10
hsa04670,hsa05166,10
hsa04670,hsa05212,10
hsa04714,hsa04917,10
hsa04714,hsa04972,10
hsa04714,hsa05226,10
hsa04714,hsa05417,10
hsa04720,hsa05030,10
hsa04720,hsa05160,10
hsa04720,hsa05208,10
hsa04720,hsa05210,10
hsa04720,hsa05213,10
hsa04720,hsa05218,10
hsa04720,hsa05219,10
hsa04720,hsa05220,10
hsa04720,hsa05221,10
hsa04720,hsa05224,10
hsa04720,hsa05226,10
hsa04722,hsa04973,10
hsa04723,hsa05135,10
hsa04726,hsa04810,10
hsa04726,hsa04923,10
hsa04726,hsa05160,10
hsa04726,hsa05166,10
hsa04726,hsa05210,10
hsa04727,hsa04929,10
hsa04728,hsa05169,10
hsa04728,hsa05231,10
hsa04730,hsa04910,10
hsa04730,hsa04913,10
hsa04730,hsa04927,10
hsa04730,hsa05146,10
hsa04730,hsa05208,10
hsa04730,hsa05210,10
hsa04730,hsa05211,10
hsa04730,hsa05213,10
hsa04730,hsa05219,10
hsa04730,hsa05220,10
hsa04730,hsa05221,10
hsa04730,hsa05226,10
hsa04740,hsa04744,10
hsa04740,hsa04910,10
hsa04740,hsa05167,10
hsa04740,hsa05170,10
hsa04742,hsa04916,10
hsa04750,hsa04936,10
hsa04750,hsa05120,10
hsa04750,hsa05130,10
hsa04750,hsa05164,10
hsa04750,hsa05210,10
hsa04750,hsa05212,10
hsa04810,hsa04930,10
hsa04810,hsa04973,10
hsa04810,hsa05017,10
hsa04810,hsa05133,10
hsa04814,hsa05131,10
hsa04820,hsa04971,10
hsa04910,hsa04970,10
hsa04910,hsa04971,10
hsa04910,hsa05146,10
hsa04910,hsa05219,10
hsa04911,hsa04974,10
hsa04911,hsa05417,10
hsa04912,hsa04932,10
hsa04912,hsa05016,10
hsa04913,hsa04972,10
hsa04914,hsa04936,10
hsa04914,hsa04973,10
hsa04914,hsa05012,10
hsa04914,hsa05168,10
hsa04915,hsa04930,10
hsa04915,hsa04960,10
hsa04916,hsa05160,10
hsa04916,hsa05211,10
hsa04917,hsa05120,10
hsa04917,hsa05219,10
hsa04918,hsa05012,10
hsa04918,hsa05014,10
hsa04919,hsa04930,10
hsa04919,hsa04974,10
hsa04920,hsa05022,10
hsa04920,hsa05120,10
hsa04920,hsa05215,10
hsa04920,hsa05220,10
hsa04920,hsa05221,10
hsa04921,hsa05130,10
hsa04921,hsa05211,10
hsa04921,hsa05220,10
hsa04922,hsa04972,10
hsa04923,hsa04933,10
hsa04923,hsa04960,10
hsa04923,hsa04972,10
hsa04923,hsa04973,10
hsa04923,hsa05017,10
hsa04923,hsa05020,10
hsa04923,hsa05131,10
hsa04923,hsa05135,10
hsa04923,hsa05160,10
hsa04923,hsa05161,10
hsa04923,hsa05162,10
hsa04923,hsa05164,10
hsa04923,hsa05168,10
hsa04923,hsa05169,10
hsa04923,hsa05203,10
hsa04923,hsa05206,10
hsa04923,hsa05208,10
hsa04923,hsa05210,10
hsa04923,hsa05211,10
hsa04923,hsa05212,10
hsa04923,hsa05213,10
hsa04923,hsa05214,10
hsa04923,hsa05218,10
hsa04923,hsa05220,10
hsa04923,hsa05221,10
hsa04923,hsa05223,10
hsa04923,hsa05224,10
hsa04923,hsa05225,10
hsa04923,hsa05226,10
hsa04923,hsa05230,10
hsa04923,hsa05231,10
hsa04923,hsa05235,10
hsa04923,hsa05417,10
hsa04923,hsa05418,10
hsa04924,hsa04961,10
hsa04924,hsa05133,10
hsa04924,hsa05142,10
hsa04925,hsa04931,10
hsa04927,hsa05161,10
hsa04928,hsa04933,10
hsa04928,hsa05167,10
hsa04928,hsa05208,10
hsa04928,hsa05212,10
hsa04928,hsa05218,10
hsa04929,hsa04932,10
hsa04929,hsa05162,10
hsa04929,hsa05168,10
hsa04929,hsa05169,10
hsa04929,hsa05222,10
hsa04929,hsa05418,10
hsa04930,hsa05022,10
hsa04930,hsa05132,10
hsa04930,hsa05203,10
hsa04930,hsa05214,10
hsa04930,hsa05220,10
hsa04930,hsa05224,10
hsa04930,hsa05225,10
hsa04930,hsa05226,10
hsa04931,hsa05034,10
hsa04931,hsa05410,10
hsa04932,hsa04960,10
hsa04932,hsa04973,10
hsa04932,hsa05134,10
hsa04932,hsa05230,10
hsa04932,hsa05410,10
hsa04933,hsa05100,10
hsa04933,hsa05219,10
hsa04934,hsa05211,10
hsa04934,hsa05221,10
hsa04935,hsa05120,10
hsa04935,hsa05130,10
hsa04935,hsa05140,10
hsa04936,hsa05220,10
hsa04936,hsa05224,10
hsa04936,hsa05225,10
hsa04936,hsa05226,10
hsa04940,hsa05163,10
hsa04960,hsa05017,10
hsa04960,hsa05146,10
hsa04960,hsa05160,10
hsa04960,hsa05165,10
hsa04960,hsa05166,10
hsa04960,hsa05167,10
hsa04960,hsa05203,10
hsa04960,hsa05210,10
hsa04960,hsa05211,10
hsa04960,hsa05212,10
hsa04960,hsa05220,10
hsa04960,hsa05221,10
hsa04960,hsa05226,10
hsa04960,hsa05230,10
hsa04960,hsa05235,10
hsa04962,hsa05020,10
hsa04962,hsa05203,10
hsa04964,hsa04974,10
hsa04964,hsa04978,10
hsa04970,hsa04974,10
hsa04970,hsa05167,10
hsa04970,hsa05205,10
hsa04970,hsa05214,10
hsa04971,hsa05133,10
hsa04971,hsa05142,10
hsa04971,hsa05167,10
hsa04972,hsa05146,10
hsa04972,hsa05417,10
hsa04973,hsa04976,10
hsa04973,hsa04978,10
hsa04973,hsa05135,10
hsa04973,hsa05160,10
hsa04973,hsa05162,10
hsa04973,hsa05165,10
hsa04973,hsa05166,10
hsa04973,hsa05167,10
hsa04973,hsa05168,10
hsa04973,hsa05169,10
hsa04973,hsa05208,10
hsa04973,hsa05210,10
hsa04973,hsa05211,10
hsa04973,hsa05212,10
hsa04973,hsa05213,10
hsa04973,hsa05215,10
hsa04973,hsa05218,10
hsa04973,hsa05220,10
hsa04973,hsa05221,10
hsa04973,hsa05222,10
hsa04973,hsa05224,10
hsa04973,hsa05226,10
hsa04973,hsa05235,10
hsa04973,hsa05418,10
hsa04974,hsa04976,10
hsa05010,hsa05030,10
hsa05010,hsa05140,10
hsa05010,hsa05219,10
hsa05010,hsa05410,10
hsa05012,hsa05168,10
hsa05014,hsa05222,10
hsa05016,hsa05210,10
hsa05017,hsa05211,10
hsa05017,hsa05213,10
hsa05017,hsa05218,10
hsa05017,hsa05220,10
hsa05020,hsa05120,10
hsa05020,hsa05214,10
hsa05020,hsa05221,10
hsa05020,hsa05414,10
hsa05022,hsa05202,10
hsa05022,hsa05219,10
hsa05022,hsa05412,10
hsa05022,hsa05414,10
hsa05030,hsa05215,10
hsa05031,hsa05415,10
hsa05034,hsa05231,10
hsa05100,hsa05146,10
hsa05100,hsa05167,10
hsa05100,hsa05210,10
hsa05100,hsa05222,10
hsa05100,hsa05231,10
hsa05110,hsa05152,10
hsa05120,hsa05168,10
hsa05120,hsa05415,10
hsa05130,hsa05146,10
hsa05130,hsa05206,10
hsa05130,hsa05416,10
hsa05132,hsa05202,10
hsa05132,hsa05321,10
hsa05135,hsa05323,10
hsa05140,hsa05160,10
hsa05140,hsa05165,10
hsa05143,hsa05168,10
hsa05143,hsa05171,10
hsa05144,hsa05205,10
hsa05144,hsa05418,10
hsa05145,hsa05225,10
hsa05146,hsa05202,10
hsa05146,hsa05208,10
hsa05146,hsa05211,10
hsa05146,hsa05214,10
hsa05146,hsa05215,10
hsa05146,hsa05223,10
hsa05146,hsa05231,10
hsa05152,hsa05206,10
hsa05162,hsa05202,10
hsa05167,hsa05217,10
hsa05168,hsa05202,10
hsa05169,hsa05219,10
hsa05171,hsa05211,10
hsa05171,hsa05213,10
hsa05171,hsa05218,10
hsa05171,hsa05226,10
hsa05171,hsa05230,10
hsa05202,hsa05213,10
hsa05202,hsa05217,10
hsa05203,hsa05216,10
hsa05203,hsa05416,10
hsa05205,hsa05412,10
hsa05219,hsa05231,10
hsa05219,hsa05235,10
hsa05219,hsa05417,10
hsa05222,hsa05231,10
hsa05323,hsa05418,10
hsa05410,hsa05415,10
hsa05410,hsa05418,10
hsa05414,hsa05415,10
hsa00020,hsa01230,9
hsa00051,hsa04152,9
hsa00071,hsa04714,9
hsa00140,hsa05208,9
hsa00230,hsa01522,9
hsa00230,hsa04015,9
hsa00230,hsa04062,9
hsa00230,hsa04072,9
hsa00230,hsa04082,9
hsa00230,hsa04114,9
hsa00230,hsa04211,9
hsa00230,hsa04213,9
hsa00230,hsa04261,9
hsa00230,hsa04723,9
hsa00230,hsa04724,9
hsa00230,hsa04725,9
hsa00230,hsa04727,9
hsa00230,hsa04750,9
hsa00230,hsa04911,9
hsa00230,hsa04912,9
hsa00230,hsa04913,9
hsa00230,hsa04915,9
hsa00230,hsa04916,9
hsa00230,hsa04918,9
hsa00230,hsa04926,9
hsa00230,hsa04971,9
hsa00230,hsa04972,9
hsa00230,hsa04976,9
hsa00230,hsa05163,9
hsa00230,hsa05166,9
hsa00230,hsa05200,9
hsa00230,hsa05207,9
hsa00230,hsa05414,9
hsa00260,hsa00270,9
hsa00270,hsa01240,9
hsa00330,hsa00410,9
hsa00330,hsa01230,9
hsa00500,hsa00520,9
hsa00500,hsa01250,9
hsa00500,hsa04922,9
hsa00511,hsa00600,9
hsa00533,hsa01100,9
hsa00562,hsa04015,9
hsa00562,hsa04611,9
hsa00562,hsa04613,9
hsa00562,hsa04750,9
hsa00562,hsa04935,9
hsa00564,hsa04724,9
hsa00564,hsa04912,9
hsa00565,hsa04724,9
hsa00565,hsa04912,9
hsa00590,hsa04611,9
hsa00591,hsa04750,9
hsa00620,hsa05230,9
hsa00670,hsa01523,9
hsa00760,hsa01240,9
hsa01100,hsa04613,9
hsa01100,hsa04964,9
hsa01100,hsa05017,9
hsa01100,hsa05142,9
hsa01100,hsa05167,9
hsa01200,hsa05415,9
hsa01212,hsa04714,9
hsa01230,hsa05230,9
hsa01521,hsa04022,9
hsa01521,hsa04659,9
hsa01521,hsa05216,9
hsa01522,hsa04115,9
hsa01522,hsa04148,9
hsa01522,hsa04310,9
hsa01522,hsa04330,9
hsa01522,hsa05014,9
hsa01524,hsa04621,9
hsa01524,hsa04930,9
hsa01524,hsa04936,9
hsa01524,hsa05016,9
hsa01524,hsa05171,9
hsa01524,hsa05202,9
hsa03008,hsa03013,9
hsa03015,hsa04110,9
hsa03015,hsa04530,9
hsa03030,hsa03440,9
hsa03040,hsa05014,9
hsa03320,hsa04979,9
hsa03320,hsa05417,9
hsa03430,hsa03440,9
hsa04010,hsa04110,9
hsa04010,hsa04350,9
hsa04010,hsa04390,9
hsa04010,hsa04960,9
hsa04010,hsa05030,9
hsa04012,hsa04022,9
hsa04012,hsa04217,9
hsa04012,hsa04658,9
